"Country";"Year";"life.expectancy.total";"self.reported.absence.from.work";"job.quality";"union.density.survey";"union.density.admin";"job.quality.earnings";"job.quality.unemp.risk";"leftvot";"leftseat";"leftmaj";"fed";"rtctmaj"
"Mexico";2009;"74";NA;"5.159446239";"15.3";"14.5";"5.15944623947144";"5.72310972213745";NA;NA;NA;NA;NA
"Mexico";2010;"74.1";NA;"4.769697189";"14.5";"13.8";"4.76969718933106";"5.7547402381897";NA;NA;NA;NA;NA
"Mexico";2011;"74.2";NA;"4.902722359";"14.7";NA;"4.90272235870361";"5.60381650924683";NA;NA;NA;NA;NA
"Mexico";2012;"74.4";NA;"4.745008469";"14";NA;"4.74500846862793";"5.27424097061157";NA;NA;NA;NA;NA
"Mexico";2013;"74.6";NA;"4.601126194";"13.8";NA;"4.60112619400024";"5.23663282394409";NA;NA;NA;NA;NA
"Mexico";2014;"74.8";NA;"4.732609749";"13.6";NA;"4.73260974884033";"5.01050710678101";NA;NA;NA;NA;NA
"Mexico";2015;"75";NA;"4.742350101";"13.1";NA;"4.74235010147095";"4.57666683197022";NA;NA;NA;NA;NA
"Mexico";2016;"75.2";NA;"4.888024807";"12.7";NA;"4.88802480697632";NA;NA;NA;NA;NA;NA
"Mexico";2017;"75.4";NA;NA;"12.5";NA;NA;NA;NA;NA;NA;NA;NA
"Mexico";2018;"75";NA;NA;"12";NA;NA;NA;NA;NA;NA;NA;NA
"Netherlands";1960;"73.5";NA;NA;NA;"41.7";NA;NA;32,8;34;0;0;0
"Netherlands";1961;"73.8";NA;NA;NA;"41.1";NA;NA;32,8;34;0;0;0
"Netherlands";1962;"73.4";NA;NA;NA;"40.9";NA;NA;32,8;34;0;0;0
"Netherlands";1963;"73.4";NA;NA;NA;"41.1";NA;NA;33,5;34;0;0;0
"Netherlands";1964;"73.8";NA;NA;NA;"40.1";NA;NA;33,8;34;0;0;0
"Netherlands";1965;"73.6";NA;NA;NA;"39.9";NA;NA;33,8;34;37,7;0;0
"Netherlands";1966;"73.6";NA;NA;NA;"40.5";NA;NA;33,8;34;51,9;0;0
"Netherlands";1967;"73.9";NA;NA;NA;"40";NA;NA;30,4;31;0;0;0
"Netherlands";1968;"73.7";NA;NA;NA;"39.2";NA;NA;30,1;30,7;0;0;0
"Netherlands";1969;"73.6";NA;NA;NA;"38.3";NA;NA;30,1;30,7;0;0;0
"Netherlands";1970;"73.7";NA;NA;NA;"38.4";NA;NA;30,1;30,7;0;0;0
"Netherlands";1971;"73.9";NA;NA;NA;"38";NA;NA;32,6;33,8;5,3;0;0
"Netherlands";1972;"73.8";NA;NA;NA;"37.6";NA;NA;34,4;35,9;7;0;0
"Netherlands";1973;"74.2";NA;NA;NA;"38";NA;NA;40,7;42;43,9;0;0
"Netherlands";1974;"74.6";NA;NA;NA;"37.6";NA;NA;40,7;42;65,8;0;0
"Netherlands";1975;"74.6";NA;NA;NA;"37.8";NA;NA;40,7;42;65,8;0;0
"Netherlands";1976;"74.7";NA;NA;NA;"37.1";NA;NA;40,7;42;65,8;0;0
"Netherlands";1977;"75.3";NA;NA;NA;"37.2";NA;NA;36,7;38,1;65,8;0;0
"Netherlands";1978;"75.3";NA;NA;NA;"37";NA;NA;33,8;35,3;0;0;0
"Netherlands";1979;"75.7";NA;NA;NA;"36.6";NA;NA;33,8;35,3;0;0;0
"Netherlands";1980;"75.9";NA;NA;NA;"34.8";NA;NA;33,8;35,3;0;0;0
"Netherlands";1981;"76";NA;NA;NA;"33";NA;NA;34,2;35,3;19,3;0;0
"Netherlands";1982;"76.1";NA;NA;NA;"32.3";NA;NA;33,8;34,6;24,1;0;0
"Netherlands";1983;"76.3";NA;NA;NA;"30.7";NA;NA;32,7;33,3;0;0;0
"Netherlands";1984;"76.4";NA;NA;NA;"29.3";NA;NA;32,7;33,3;0;0;0
"Netherlands";1985;"76.5";NA;NA;NA;"27.7";NA;NA;32,7;33,3;0;0;0
"Netherlands";1986;"76.4";NA;NA;NA;"27.1";NA;NA;33,1;34,1;0;0;0
"Netherlands";1987;"76.9";NA;NA;NA;"24.5";NA;NA;33,3;34,7;0;0;0
"Netherlands";1988;"77.1";NA;NA;NA;"24.4";NA;NA;33,3;34,7;0;0;0
"Netherlands";1989;"76.9";NA;NA;NA;"24.6";NA;NA;34,2;35,4;10,8;0;0
"Netherlands";1990;"77";NA;NA;NA;"24.6";NA;NA;36;36,7;64,5;0;0
"Netherlands";1991;"77.2";NA;NA;NA;"24.3";NA;NA;36;36,7;64,5;0;0
"Netherlands";1992;"77.4";NA;NA;"24.6";"24.5";NA;NA;36;36,7;64,5;0;0
"Netherlands";1993;"77.1";NA;NA;"25.3";"25.1";NA;NA;36;36,7;64,5;0;0
"Netherlands";1994;"77.5";NA;NA;"25.5";"25.3";NA;NA;30,3;30,9;59,2;0;0
"Netherlands";1995;"77.6";NA;NA;"25.9";"25.5";NA;NA;27,5;28;48,7;0;0
"Netherlands";1996;"77.6";NA;NA;"25.2";"25";NA;NA;27,5;28;48,7;0;0
"Netherlands";1997;"78";NA;NA;"25.1";"24.4";NA;NA;27,5;28;48,7;0;0
"Netherlands";1998;"78";NA;NA;"24.6";"23.9";NA;NA;35,7;36,5;53,1;0;0
"Netherlands";1999;"77.9";NA;NA;"24.7";"23.6";NA;NA;39,8;40,7;59,2;0;0
"Netherlands";2000;"78.2";NA;NA;"22.9";"22.6";NA;NA;39,8;40,7;59,2;0;0
"Netherlands";2001;"78.3";NA;NA;"21.2";"21.8";NA;NA;39,8;40,7;59,2;0;0
"Netherlands";2002;"78.4";NA;NA;"21";"21.6";NA;NA;31,9;32,2;34,5;0;0
"Netherlands";2003;"78.7";NA;NA;"20.6";"21.4";NA;NA;37,7;38,4;0;0;0
"Netherlands";2004;"79.2";NA;NA;"20.8";"21.3";NA;NA;38,6;39,3;0;0;0
"Netherlands";2005;"79.5";NA;NA;"20.6";"22.1";NA;NA;38,6;39,3;0;0;0
"Netherlands";2006;"79.9";NA;"27.30872536";"20";"21.4";"27.3087253570557";NA;38,9;39,6;0;0;0
"Netherlands";2007;"80.3";NA;NA;"19.3";"20.2";NA;"3.781662940979";42,4;43,3;36,2;0;0
"Netherlands";2008;"80.5";NA;NA;"18.8";"20";NA;"3.83365702629089";42,4;43,3;43,4;0;0
"Netherlands";2009;"80.8";NA;NA;"19.1";"20";NA;"5.38913536071777";42,4;43,3;43,4;0;0
"Netherlands";2010;"81";NA;"29.5485611";"18.6";"19.5";"29.5485610961914";"5.32507801055908";38,7;39,5;32,6;0;0
"Netherlands";2011;"81.3";NA;NA;"18.4";"19.3";NA;"5.51882410049438";36,1;36,7;0;0;0
"Netherlands";2012;"81.2";NA;NA;"17.9";"18.8";NA;"7.15608882904053";NA;NA;NA;NA;NA
"Netherlands";2013;"81.4";NA;NA;"17.8";"18.2";NA;"8.84231662750244";NA;NA;NA;NA;NA
"Netherlands";2014;"81.8";NA;"28.57715797";NA;"18.1";"28.5771579742432";"7.76730012893677";NA;NA;NA;NA;NA
"Netherlands";2015;"81.6";NA;NA;NA;"17.7";NA;"6.94812631607056";NA;NA;NA;NA;NA
"Netherlands";2016;"81.6";NA;NA;NA;"17.3";NA;NA;NA;NA;NA;NA;NA
"Netherlands";2017;"81.8";NA;NA;NA;"16.8";NA;NA;NA;NA;NA;NA;NA
"Netherlands";2018;NA;NA;NA;NA;"16.4";NA;NA;NA;NA;NA;NA;NA
"New Zealand";1960;NA;NA;NA;NA;"53.4";NA;NA;47,9;50,6;91,7;0;0
"New Zealand";1961;"71.1";NA;NA;NA;"60.6";NA;NA;43,4;42,5;0;0;0
"New Zealand";1962;"71.2";NA;NA;NA;"60.2";NA;NA;43,4;42,5;0;0;0
"New Zealand";1963;"71.2";NA;NA;NA;"58.5";NA;NA;43,4;42,6;0;0;0
"New Zealand";1964;"71.2";NA;NA;NA;"59";NA;NA;43,7;43,8;0;0;0
"New Zealand";1965;"71.2";NA;NA;NA;"58.2";NA;NA;43,7;43,8;0;0;0
"New Zealand";1966;"71.3";NA;NA;NA;"58.1";NA;NA;43,5;43,8;0;0;0
"New Zealand";1967;"71.4";NA;NA;NA;"57.5";NA;NA;41,4;43,8;0;0;0
"New Zealand";1968;"71.4";NA;NA;NA;"56.1";NA;NA;41,4;43,8;0;0;0
"New Zealand";1969;"71.5";NA;NA;NA;"55.3";NA;NA;41,6;44;0;0;0
"New Zealand";1970;"71.5";NA;NA;NA;"56.3";NA;NA;44,2;46,4;0;0;0
"New Zealand";1971;"71.6";NA;NA;NA;"56.3";NA;NA;44,2;46,4;0;0;0
"New Zealand";1972;"71.7";NA;NA;NA;"56.3";NA;NA;44,7;47,8;10,3;0;0
"New Zealand";1973;"71.8";NA;NA;NA;"59.1";NA;NA;50,4;63,2;123,6;0;0
"New Zealand";1974;"72";NA;NA;NA;"59.4";NA;NA;50,4;63,2;123,6;0;0
"New Zealand";1975;"72.1";NA;NA;NA;"61";NA;NA;49,9;61;113,3;0;0
"New Zealand";1976;"72.3";NA;NA;NA;"61";NA;NA;44,8;36,8;0;0;0
"New Zealand";1977;"72.5";NA;NA;NA;"62.8";NA;NA;44,8;36,8;0;0;0
"New Zealand";1978;"72.7";NA;NA;NA;"65.7";NA;NA;44,6;37,4;0;0;0
"New Zealand";1979;"72.9";NA;NA;NA;"69";NA;NA;42,8;43,5;0;0;0
"New Zealand";1980;"73.2";NA;NA;NA;"69.1";NA;NA;42,8;43,5;0;0;0
"New Zealand";1981;"73.4";NA;NA;NA;"65.7";NA;NA;42,5;43,8;0;0;0
"New Zealand";1982;"73.6";NA;NA;NA;"63.6";NA;NA;39;46,7;0;0;0
"New Zealand";1983;"73.7";NA;NA;NA;"61.2";NA;NA;39;46,7;0;0;0
"New Zealand";1984;"73.8";NA;NA;NA;"55.3";NA;NA;41;52,8;48,1;0;0
"New Zealand";1985;"74";NA;NA;NA;"53.6";NA;NA;43;58,9;115,5;0;0
"New Zealand";1986;"74.1";NA;NA;NA;NA;NA;NA;43;58,9;115,5;0;0
"New Zealand";1987;"74.5";NA;NA;NA;NA;NA;NA;45,1;58,9;116,1;0;0
"New Zealand";1988;"74.8";NA;NA;NA;NA;NA;NA;48;58,8;117,2;0;0
"New Zealand";1989;"75.2";NA;NA;NA;"53";NA;NA;48;58,8;117,2;0;0
"New Zealand";1990;"75.5";NA;NA;NA;NA;NA;NA;47;54;97,7;0;0
"New Zealand";1991;"75.8";NA;NA;NA;"42.9";NA;NA;41,9;29,9;0;0;0
"New Zealand";1992;"76.1";NA;NA;NA;"36";NA;NA;41,9;29,9;0;0;0
"New Zealand";1993;"76.3";NA;NA;NA;"33.7";NA;NA;43,7;32,8;0;0;0
"New Zealand";1994;"76.6";NA;NA;NA;"29.6";NA;NA;52,9;47,5;0;0;0
"New Zealand";1995;"76.8";NA;NA;NA;"27.2";NA;NA;52,9;47,5;0;0;0
"New Zealand";1996;"77.1";NA;NA;NA;"24.7";NA;NA;49,3;46,1;0;0;0
"New Zealand";1997;"77.4";NA;NA;NA;"23.4";NA;NA;38,3;41,7;0;0;0
"New Zealand";1998;"77.7";NA;NA;NA;"22.1";NA;NA;38,3;41,7;0;0;0
"New Zealand";1999;"78.1";NA;NA;NA;"21.7";NA;NA;39,4;42,8;8,1;0;0
"New Zealand";2000;"78.4";NA;NA;NA;"22.4";NA;NA;51,6;55;96,7;0;0
"New Zealand";2001;"78.7";NA;NA;NA;"22.3";NA;NA;51,6;55;96,7;0;0
"New Zealand";2002;"79";NA;NA;NA;"21.8";NA;NA;50,2;53,3;91,9;0;0
"New Zealand";2003;"79.3";NA;NA;NA;"21.7";NA;NA;48,3;50,8;85,2;0;0
"New Zealand";2004;"79.6";NA;"14.96152306";NA;"21.7";"14.9615230560303";NA;48,3;50,8;85,2;0;0
"New Zealand";2005;"79.8";NA;"15.4152565";NA;"22.3";"15.4152565002441";NA;47,8;49,7;84,6;0;0
"New Zealand";2006;"80.1";NA;"15.74738312";NA;"21.8";"15.7473831176758";NA;46,4;46,3;81,3;0;0
"New Zealand";2007;"80.3";NA;"16.48871231";NA;"20.8";"16.488712310791";"3.70703673362732";46,4;46,3;81,3;0;0
"New Zealand";2008;"80.5";NA;"16.4847393";NA;"21.4";"16.4847393035889";"4.45766544342041";45,5;45,7;74,5;0;0
"New Zealand";2009;"80.7";NA;"17.12096214";NA;"21.5";"17.1209621429443";"6.42512607574463";40,7;42,6;0;0;0
"New Zealand";2010;"80.8";NA;"16.98662567";NA;"21.4";"16.9866256713867";"6.62319660186768";40,7;42,6;0;0;0
"New Zealand";2011;"81";NA;"16.99900627";NA;"20.5";"16.9990062713623";"6.46058225631714";40,5;42,4;0;0;0
"New Zealand";2012;"81.2";NA;"17.37022591";NA;"20.3";"17.3702259063721";"6.70940065383911";NA;NA;NA;NA;NA
"New Zealand";2013;"81.4";NA;"16.94443321";NA;"19.5";"16.9444332122803";"6.06140279769898";NA;NA;NA;NA;NA
"New Zealand";2014;"81.5";NA;"17.0012188";NA;"18.5";"17.0012187957764";"5.74842596054077";NA;NA;NA;NA;NA
"New Zealand";2015;"81.7";NA;"17.28275681";NA;"17.9";"17.2827568054199";"5.65041732788086";NA;NA;NA;NA;NA
"New Zealand";2016;"81.7";NA;"17.7220192";"18.3";"17.7";"17.7220191955566";NA;NA;NA;NA;NA;NA
"New Zealand";2017;"81.9";NA;NA;"18.7";"17.3";NA;NA;NA;NA;NA;NA;NA
"New Zealand";2018;NA;NA;NA;"18.8";NA;NA;NA;NA;NA;NA;NA;NA
"Norway";1960;"73.8";NA;NA;NA;"60";NA;NA;51,7;52,7;102,6;0;0
"Norway";1961;"73.8";NA;NA;NA;"60.8";NA;NA;51,8;52;100,9;0;0
"Norway";1962;"73.7";NA;NA;NA;"59.8";NA;NA;52,1;50,7;97,4;0;0
"Norway";1963;"73.4";NA;NA;NA;"60.1";NA;NA;52,1;50,7;89,3;0;0
"Norway";1964;"73.9";NA;NA;NA;"59.3";NA;NA;52,1;50,7;97,4;0;0
"Norway";1965;"74";NA;NA;NA;"59";NA;NA;51,1;49,4;73,1;0;0
"Norway";1966;"74.3";NA;NA;NA;"58.1";NA;NA;49,1;46,7;0;0;0
"Norway";1967;"74.3";NA;NA;NA;"57.6";NA;NA;49,1;46,7;0;0;0
"Norway";1968;"74.2";NA;NA;NA;"57.2";NA;NA;49,1;46,7;0;0;0
"Norway";1969;"74";NA;NA;NA;"57.2";NA;NA;49,4;47,6;0;0;0
"Norway";1970;"74.4";NA;NA;NA;"56.8";NA;NA;49,9;49,3;0;0;0
"Norway";1971;"74.4";NA;NA;NA;"54.7";NA;NA;49,9;49,3;81,2;0;0
"Norway";1972;"74.6";NA;NA;NA;"51.9";NA;NA;49,9;49,3;81,2;0;0
"Norway";1973;"74.7";NA;NA;NA;"53.1";NA;NA;48,8;49,6;13,2;0;0
"Norway";1974;"75.1";NA;NA;NA;"54.1";NA;NA;46,5;50,3;79;0;0
"Norway";1975;"75.1";NA;NA;NA;"53.8";NA;NA;46,5;50,3;79;0;0
"Norway";1976;"75.3";NA;NA;NA;"52.8";NA;NA;46,5;50,3;79;0;0
"Norway";1977;"75.7";NA;NA;NA;"53.6";NA;NA;46,5;50,3;84,9;0;0
"Norway";1978;"75.8";NA;NA;NA;"54";NA;NA;46,5;50,3;96,8;0;0
"Norway";1979;"75.8";NA;NA;NA;"55.5";NA;NA;46,5;50,3;96,8;0;0
"Norway";1980;"75.9";NA;NA;NA;"57.9";NA;NA;46,5;50,3;96,8;0;0
"Norway";1981;"76.1";NA;NA;NA;"57.7";NA;NA;45;48,6;72,6;0;0
"Norway";1982;"76.2";NA;NA;NA;"58.1";NA;NA;42,1;45,2;0;0;0
"Norway";1983;"76.3";NA;NA;NA;"58.1";NA;NA;42,1;45,2;0;0;0
"Norway";1984;"76.4";NA;NA;NA;"58.3";NA;NA;42,1;45,2;0;0;0
"Norway";1985;"76.1";NA;NA;NA;"57.5";NA;NA;43,5;46,5;0;0;0
"Norway";1986;"76.5";NA;NA;NA;"57.1";NA;NA;46,3;49;59,5;0;0
"Norway";1987;"76.3";NA;NA;NA;"55.7";NA;NA;46,3;49;89,3;0;0
"Norway";1988;"76.4";NA;NA;NA;"56.1";NA;NA;46,3;49;89,3;0;0
"Norway";1989;"76.7";NA;NA;NA;"57.9";NA;NA;45,7;48,8;74,4;0;0
"Norway";1990;"76.7";NA;NA;NA;"58.5";NA;NA;44,4;48,5;12,6;0;0
"Norway";1991;"77.1";NA;NA;NA;"58.1";NA;NA;44,4;48,5;75,4;0;0
"Norway";1992;"77.4";NA;NA;NA;"58.1";NA;NA;44,4;48,5;75,4;0;0
"Norway";1993;"77.3";NA;NA;NA;"58";NA;NA;44,5;48,5;76,6;0;0
"Norway";1994;"77.9";NA;NA;NA;"57.8";NA;NA;44,8;48,5;80,2;0;0
"Norway";1995;"77.9";NA;NA;"57";"57.3";NA;NA;44,8;48,5;80,2;0;0
"Norway";1996;"78.3";NA;NA;NA;"56.3";NA;NA;44,8;48,5;80,2;0;0
"Norway";1997;"78.3";NA;NA;NA;"53.9";NA;NA;43,5;47,3;66,8;0;0
"Norway";1998;"78.5";NA;NA;"57";"53.6";NA;NA;41;44,8;0;0;0
"Norway";1999;"78.4";NA;NA;NA;"52.9";NA;NA;41;44,8;0;0;0
"Norway";2000;"78.8";NA;NA;NA;"52.4";NA;NA;41;44,8;58,4;0;0
"Norway";2001;"78.9";NA;NA;"55";"51.9";NA;NA;39,6;43,2;64,8;0;0
"Norway";2002;"79";NA;NA;NA;"52";NA;NA;36,8;40;0;0;0
"Norway";2003;"79.6";NA;NA;NA;"51.4";NA;NA;36,8;40;0;0;0
"Norway";2004;"80.1";NA;"23.26951218";"55";"51";"23.2695121765137";NA;36,8;40;0;0;0
"Norway";2005;"80.3";NA;"23.76519203";NA;"50.6";"23.7651920318604";NA;38,4;41,7;14,8;0;0
"Norway";2006;"80.6";NA;"24.6007061";NA;"50.7";"24.6007061004639";NA;41,5;45;88,9;0;0
"Norway";2007;"80.6";NA;"25.20545197";NA;"49.6";"25.205451965332";"2.50601172447205";41,5;45;88,9;0;0
"Norway";2008;"80.8";NA;"25.63892746";"53";"49.4";"25.6389274597168";"2.74681091308594";41,5;45;88,9;0;0
"Norway";2009;"81";NA;"26.21842766";NA;"49.8";"26.2184276580811";"3.45914483070374";41,5;44,8;88,7;0;0
"Norway";2010;"81.2";NA;"26.34619713";NA;"50";"26.3461971282959";"3.68529605865478";41,6;44,4;87,7;0;0
"Norway";2011;"81.4";NA;"27.0305481";NA;"49.3";"27.0305480957031";"3.37156653404236";41,6;44,4;87,7;0;0
"Norway";2012;"81.5";NA;"27.65295029";NA;"49.3";"27.6529502868652";"3.41318917274475";NA;NA;NA;NA;NA
"Norway";2013;"81.8";NA;"28.16588783";"52";"49.3";"28.1658878326416";"3.62263917922974";NA;NA;NA;NA;NA
"Norway";2014;"82.2";NA;"28.21755409";"54";"49.7";"28.2175540924072";"3.91388154029846";NA;NA;NA;NA;NA
"Norway";2015;"82.4";NA;"27.77389145";NA;"49.3";"27.7738914489746";"4.93086671829224";NA;NA;NA;NA;NA
"Norway";2016;"82.5";NA;NA;"52";"49.3";NA;NA;NA;NA;NA;NA;NA
"Norway";2017;"82.7";NA;NA;"51.3";"49.3";NA;NA;NA;NA;NA;NA;NA
"Norway";2018;NA;NA;NA;NA;"49.2";NA;NA;NA;NA;NA;NA;NA
"Poland";1960;"67.8";NA;NA;NA;"80.7";NA;NA;NA;NA;NA;NA;NA
"Poland";1961;"67.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1962;"67.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1963;"68.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1964;"68.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1965;"69.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1966;"69.9";NA;NA;NA;"94.5";NA;NA;NA;NA;NA;NA;NA
"Poland";1967;"69.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1968;"70.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1969;"69.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1970;"70";NA;NA;NA;"90";NA;NA;NA;NA;NA;NA;NA
"Poland";1971;"69.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1972;"70.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1973;"70.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1974;"71.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1975;"70.6";NA;NA;NA;"99.7";NA;NA;NA;NA;NA;NA;NA
"Poland";1976;"70.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1977;"70.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1978;"70.4";NA;NA;NA;"93.6";NA;NA;NA;NA;NA;NA;NA
"Poland";1979;"70.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1980;"70.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1981;"71.2";NA;NA;NA;"96.6";NA;NA;NA;NA;NA;NA;NA
"Poland";1982;"71.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1983;"71.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1984;"70.9";NA;NA;NA;"65.7";NA;NA;NA;NA;NA;NA;NA
"Poland";1985;"71.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1986;"71";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1987;"71.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1988;"71.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1989;"71.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1990;"70.8";NA;NA;NA;"49.3";NA;NA;NA;NA;NA;NA;NA
"Poland";1991;"70.5";NA;NA;NA;"47.9";NA;NA;NA;NA;NA;NA;NA
"Poland";1992;"71.1";NA;NA;NA;"41.2";NA;NA;NA;NA;NA;NA;NA
"Poland";1993;"71.6";NA;NA;NA;"26.8";NA;NA;NA;NA;NA;NA;NA
"Poland";1994;"71.8";NA;NA;NA;"38.3";NA;NA;NA;NA;NA;NA;NA
"Poland";1995;"72.1";NA;NA;NA;"28.9";NA;NA;NA;NA;NA;NA;NA
"Poland";1996;"72.4";NA;NA;NA;"29.4";NA;NA;NA;NA;NA;NA;NA
"Poland";1997;"72.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1998;"73.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Poland";1999;"73.2";NA;NA;NA;"29.1";NA;NA;NA;NA;NA;NA;NA
"Poland";2000;"73.8";NA;NA;NA;"24.7";NA;NA;NA;NA;NA;NA;NA
"Poland";2001;"74.2";NA;NA;NA;"23.1";NA;NA;NA;NA;NA;NA;NA
"Poland";2002;"74.6";NA;NA;NA;"17.8";NA;NA;NA;NA;NA;NA;NA
"Poland";2003;"74.7";NA;NA;NA;"24";NA;NA;NA;NA;NA;NA;NA
"Poland";2004;"74.9";NA;"6.879033566";NA;"23.7";"6.87903356552124";NA;NA;NA;NA;NA;NA
"Poland";2005;"75.1";NA;NA;NA;"26";NA;NA;NA;NA;NA;NA;NA
"Poland";2006;"75.3";NA;"6.718399048";NA;"19.4";"6.71839904785156";NA;NA;NA;NA;NA;NA
"Poland";2007;"75.4";NA;NA;NA;"15.8";NA;"7.19065570831299";NA;NA;NA;NA;NA
"Poland";2008;"75.7";NA;"7.564665318";NA;"15.2";"7.5646653175354";"7.09086418151856";NA;NA;NA;NA;NA
"Poland";2009;"75.8";6,7;NA;NA;"16.3";NA;"10.5661697387695";NA;NA;NA;NA;NA
"Poland";2010;"76.5";NA;"8.005964279";NA;"18.3";"8.0059642791748";"11.3277215957642";NA;NA;NA;NA;NA
"Poland";2011;"76.8";NA;NA;NA;"17";NA;"11.060359954834";NA;NA;NA;NA;NA
"Poland";2012;"76.9";NA;"7.832937717";NA;"15.4";"7.83293771743774";"12.021764755249";NA;NA;NA;NA;NA
"Poland";2013;"77.1";NA;NA;NA;NA;NA;"11.1133337020874";NA;NA;NA;NA;NA
"Poland";2014;"77.7";7,2;"8.170707703";NA;"15";"8.17070770263672";"8.42782974243164";NA;NA;NA;NA;NA
"Poland";2015;"77.6";NA;NA;NA;NA;NA;"7.04194450378418";NA;NA;NA;NA;NA
"Poland";2016;"78";NA;NA;NA;"12.7";NA;NA;NA;NA;NA;NA;NA
"Poland";2017;"77.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1960;"63.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1961;"62.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1962;"64.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1963;"64.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1964;"64.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1965;"65.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1966;"65.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1967;"66";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1968;"66.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1969;"65.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1970;"66.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1971;"66.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1972;"68.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1973;"67.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1974;"68.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Portugal";1975;"68.4";NA;NA;NA;NA;NA;NA;58,6;60,4;119,8;0;12,7
"Portugal";1976;"69";NA;NA;NA;NA;NA;NA;54,2;57,4;103,6;0;7,4
"Portugal";1977;"70.1";NA;NA;NA;NA;NA;NA;52;55,9;80,8;0;0
"Portugal";1978;"70.5";NA;NA;NA;"60.8";NA;NA;52;55,9;80,8;0;29,1
"Portugal";1979;"71.3";NA;NA;NA;"60.1";NA;NA;51,6;55,3;80,8;0;31,7
"Portugal";1980;"71.4";NA;NA;NA;NA;NA;NA;47,3;47,8;0;0;33,3
"Portugal";1981;"71.7";NA;NA;NA;NA;NA;NA;46,1;46;0;0;36,5
"Portugal";1982;"72.5";NA;NA;NA;NA;NA;NA;46,1;46;0;0;36,5
"Portugal";1983;"72.4";NA;NA;NA;NA;NA;NA;52,7;54;46,8;0;15,2
"Portugal";1984;"72.7";NA;NA;NA;"47.2";NA;NA;56;58;80,2;0;0
"Portugal";1985;"73";NA;NA;NA;NA;NA;NA;51,4;53;66,8;0;0
"Portugal";1986;"73.4";NA;NA;NA;"41.2";NA;NA;37,4;38;0;0;0
"Portugal";1987;"73.8";NA;NA;NA;NA;NA;NA;36,5;37,3;0;0;0
"Portugal";1988;"73.8";NA;NA;NA;NA;NA;NA;35,3;36,4;0;0;0
